_id,LOC
12290,268
12314,60
12420,257
12576,204
12930,402
12959,1077
13091,121
13112,185
13200,218
13254,448
13275,63
13316,424
13346,191
13350,111
13564,119
13721,204
13814,93
13819,205
14005,214
14049,35
14112,107
14186,94
14196,312
14217,63
14266,270
14338,485
14347,485
14378,396
14516,701
14532,184
14538,485
14910,62
14930,226
15070,134
15088,116
15094,44
15191,471
15241,132
15253,57
15284,56
15315,107
15370,532
15549,994
15586,318
15621,228
15739,147
15772,371
15777,284
15819,78
15969,274
15981,128
15992,93
16029,360
16102,62
16157,540
16174,109
16214,107
16247,1010
16254,248
16421,257
16502,443
16505,330
16601,205
16615,485
16640,190
16684,296
16850,191
16870,104
16941,121
17034,192
17042,198
17058,112
17079,214
17244,65
17280,18
17285,308
17297,158
17395,85
17418,328
17549,1237
17616,409
17646,54
17692,111
17701,598
17722,274
17771,52
17828,165
17852,428
17874,32
17891,29
17996,174
18018,47
18036,115
18170,226
18389,260
18412,65
18442,224
18452,191
18510,150
18572,73
18697,580
18727,436
18739,104
18770,145
18817,79
18830,561
18840,255
18864,188
18913,534
18929,98
18939,354
18966,31
19015,205
19041,172
19184,67
19212,231
19226,71
19235,63
19238,68
19240,316
19286,639
19482,59
19549,598
19566,35
19567,63
19594,561
19618,63
19629,106
19678,299
19799,389
19814,278
19861,241
20044,57
20118,177
20337,381
20425,485
20429,116
20443,326
20445,99
20451,260
20468,200
20485,994
20494,389
20635,359
20676,418
20690,598
20725,155
20768,57
20810,315
20859,150
20884,95
20928,459
20941,238
20951,752
20964,63
20992,144
21045,154
21050,220
21055,212
21057,119
21115,351
21134,63
21186,93
21192,218
21305,123
21352,218
21428,176
21437,112
21469,63
21616,106
21639,345
21699,149
21748,159
21790,135
21809,63
21975,408
22025,288
22085,97
22102,128
22111,304
22143,201
22147,133
22196,174
22245,317
22260,151
22280,228
22293,12
22297,28
22370,107
22427,230
22456,72
22485,93
22505,246
22531,86
22651,504
22715,426
22737,218
22740,218
22806,304
22808,291
22837,63
22859,206
22971,140
22973,55
23051,220
23075,252
23278,259
23311,206
23332,321
23349,479
23371,116
23385,89
23399,63
23465,133
23510,313
23602,63
23633,191
23683,210
23736,142
23741,226
23778,205
23844,69
23849,462
23913,63
23922,115
23982,142
24034,185
24089,63
24138,424
24232,175
24296,7
24325,63
24440,436
24451,339
24481,49
24491,403
24514,180
24536,129
24542,66
24561,398
24580,263
24696,293
24706,186
24729,237
24735,278
24736,241
24756,310
24832,201
24886,70
24898,96
24936,245
24962,205
24986,221
24988,8
25018,104
25032,174
25054,227
25087,102
25102,104
25153,178
25330,788
25348,210
25378,267
25438,315
25487,8
25535,159
25581,63
25656,372
25674,188
25677,63
25721,282
25810,497
25811,204
25942,211
25946,226
26000,32
26016,423
26028,207
26054,63
26139,524
26157,20
26179,65
26193,222
26215,132
26270,63
26280,114
26293,218
26320,429
26338,188
26340,47
26354,145
26368,120
26392,144
26394,191
26409,159
26430,209
26513,19
26542,275
26605,319
26628,588
26661,254
26667,676
26678,319
26743,260
26751,626
26759,311
26859,325
26877,128
26897,40
26931,266
26937,208
26946,59
26971,203
26980,361
26982,155
27000,276
27019,192
27033,354
27076,253
27132,40
27154,318
27199,323
27305,265
27318,206
27431,594
27444,212
27482,419
27591,328
27657,140
27679,390
27685,119
27730,205
27783,157
27803,270
27952,56
27983,63
28045,167
28095,85
28114,432
28140,192
28147,360
28153,282
28212,354
28357,217
28362,237
28371,434
28399,97
28435,562
28511,291
28584,241
28587,175
28596,186
28597,63
28664,123
28690,63
28702,63
28727,109
28758,288
28762,208
28786,208
28849,63
28876,253
28907,260
28967,371
28975,494
29042,72
29082,1522
29099,114
29143,248
29181,279
29192,63
29224,38
29242,212
29264,85
29277,313
29286,60
29312,721
29341,222
29391,182
29507,170
29511,102
29586,122
29611,208
29650,63
29652,44
29654,843
29658,125
29679,17
29691,85
29709,479
29735,469
29762,63
29858,116
29925,167
29949,423
29966,440
29991,32
30006,62
30073,991
30075,236
30079,120
30095,374
30097,63
30119,63
30142,206
30165,351
30180,210
30366,248
30426,139
30430,476
30478,265
30538,218
30603,841
30612,178
30659,248
30692,291
30700,211
30704,50
30714,160
30722,191
30753,471
30759,63
30761,63
30851,576
30971,27
31033,114
31047,125
31052,355
31065,52
31077,165
31153,195
31158,204
31175,180
31193,99
31216,205
31283,345
31297,228
31325,145
31332,97
31359,77
31375,166
31410,91
31434,136
31443,114
31545,33
31642,120
31655,63
31658,113
31729,214
31736,76
31748,272
31794,163
31851,205
31854,29
31872,478
31919,151
31936,120
31940,63
32029,207
32065,93
32100,171
32139,201
32142,517
32202,267
32243,63
32313,1011
32348,270
32352,160
32357,443
32386,81
32397,277
32401,123
32403,94
32414,163
32437,161
32493,663
32497,260
32526,281
32538,234
32549,205
32568,541
32596,604
32615,136
32648,95
32700,334
32764,151
32797,443
32805,63
32806,63
32818,58
32824,607
32825,1457
32832,179
32839,211
32867,205
32895,928
32907,17
32932,96
32970,71
32973,48
33050,338
33054,200
33071,1073
33154,279
33171,86
33242,554
33246,72
33371,449
33373,57
33396,378
33406,107
33432,295
33440,92
33530,127
33600,123
33602,14
33604,66
33662,63
33666,82
33831,63
33838,359
33850,87
33865,206
33872,54
33882,205
33936,233
33956,544
33962,181
34087,101
34132,174
34133,63
34136,306
34151,103
34161,266
34198,102
34211,63
34256,272
34257,107
34289,63
34292,291
34297,350
34375,151
34462,266
34513,131
34536,455
34594,206
34700,88
34711,252
34743,113
34744,63
34773,20
34790,272
34794,85
34828,246
34880,278
34889,111
34960,11
34982,246
35024,153
35066,106
35084,111
35088,63
35092,276
35185,336
35205,175
35224,422
35345,336
35387,66
35389,229
35438,63
35450,347
35456,204
35468,560
35478,497
35526,114
35578,150
35593,23
35599,63
35604,200
35674,265
35698,448
35703,63
35752,63
35783,162
35839,206
35848,208
35858,63
35859,228
35860,101
35876,116
35968,205
35999,335
36051,131
36056,338
36075,63
36090,292
36102,314
36112,54
36135,63
36174,439
36177,160
36226,358
36258,220
36265,7
36324,95
36328,194
36333,63
36346,231
36380,194
36396,63
36415,144
36436,306
36443,276
36468,63
36481,91
36488,207
36489,138
36513,63
36516,208
36556,107
36645,122
36660,552
36688,213
36698,304
36699,440
36717,215
36784,61
36786,127
36788,63
36812,22
36814,86
36833,154
36852,63
36872,205
36876,290
36973,140
36975,63
37002,217
37006,189
37035,326
37059,196
37066,154
37072,63
37083,214
37090,315
37102,274
37112,63
37175,111
37209,345
37230,218
37233,172
37238,95
37261,283
37362,195
37410,116
37537,128
37545,102
37584,217
37604,233
37669,241
37681,63
37687,288
37714,268
37756,339
37803,403
37821,125
37867,205
37871,369
37895,346
37916,19
37987,106
38018,206
38023,242
38094,384
38112,27
38117,213
38138,166
38183,187
38242,563
38244,207
38249,96
38306,204
38395,95
38432,453
38443,63
38467,292
38471,1305
38486,303
38589,220
38668,75
38694,94
38697,63
38737,336
38754,52
38809,81
38831,315
38857,63
38870,93
38933,243
38943,50
38956,205
38958,293
38974,206
38981,261
39010,274
39020,214
39034,248
39038,341
39041,195
39071,110
39081,101
39083,144
39105,62
39110,485
39116,51
39126,92
39136,63
39168,63
39178,331
39183,205
39246,316
39248,489
39291,165
39296,218
39311,153
39346,212
39444,581
39463,359
39472,218
39478,204
39486,230
39487,65
39521,27
39531,96
39536,62
39673,710
39680,162
39723,154
39738,21
39750,313
39775,182
39783,1076
39788,99
39836,223
39885,340
39923,85
39954,111
39979,84
39980,67
40016,270
40018,510
40023,31
40061,218
40096,63
40109,357
40136,370
40168,274
40174,119
40180,302
40190,125
40193,63
40196,111
40204,371
40220,304
40232,192
40269,142
40274,160
40350,94
40362,320
40363,226
40371,379
40379,478
40382,505
40455,528
40491,327
40492,222
40562,94
40573,247
40627,129
40685,239
40688,206
40737,128
40744,594
40797,98
40815,150
40831,754
40862,233
40864,83
40880,18
40894,63
40900,193
40907,59
40954,226
40988,363
41010,193
41095,123
41110,94
41119,273
41143,85
41149,63
41169,623
41195,524
41229,486
41280,361
41332,123
41404,359
41410,346
41492,63
41505,205
41514,63
41533,63
41605,151
41689,63
41700,63
41711,171
41747,89
41749,169
41755,129
41771,161
41789,854
41807,63
41821,385
41859,253
41880,28
41968,397
41986,79
42068,340
42071,209
42141,261
42146,111
42151,94
42164,813
42248,94
42254,274
42257,91
42312,63
42350,178
42355,81
42380,162
42384,169
42407,356
42468,193
42485,44
42492,240
42507,135
42539,313
42544,370
42591,149
42673,85
42675,90
42687,333
42717,271
42763,223
42779,8
42800,140
42817,166
42843,87
42844,211
42881,199
42891,230
42919,154
42928,152
42977,103
42988,31
42995,105
43015,162
43052,83
43085,47
43110,166
43138,399
43196,252
43229,89
43354,40
43357,379
43362,221
43364,458
43370,32
43431,146
43446,199
43506,355
43511,173
43518,518
43602,163
43604,147
43635,298
43672,85
43682,47
43693,35
43711,195
43729,102
43730,88
43740,179
43769,167
43819,143
43826,154
43854,60
43861,53
43892,191
43898,140
43903,399
43922,109
43926,333
43971,56
43974,147
44054,148
44065,66
44069,45
44071,239
44099,617
44127,279
44130,85
44183,363
44209,171
44219,196
44270,226
44275,163
44307,250
44364,264
44392,84
44411,63
44431,85
44473,17
44492,438
44498,85
44508,158
44511,48
44515,228
44636,224
44660,167
44668,172
44672,119
44682,148
44690,155
44720,405
44748,90
44758,182
44763,123
44791,336
44792,96
44794,213
44797,202
44819,28
44826,118
44932,11
44934,29
44970,85
44973,108
44981,140
44985,129
44987,928
45005,83
45009,173
45015,129
45041,357
45057,478
45089,189
45147,85
45173,108
45217,374
45223,144
45244,317
45246,86
45255,86
45311,145
45314,132
45358,67
45370,27
45379,217
45446,205
45528,67
45539,69
45563,422
45603,11
45631,304
45636,86
45669,97
45715,135
45721,251
45763,308
45836,158
45856,147
45885,304
45949,137
45976,20
46038,222
46047,264
46143,216
46183,100
46197,85
46199,195
46213,102
46216,18
46217,367
46229,85
46248,178
46270,151
46274,169
46304,201
46315,65
46363,280
46471,251
46496,212
46533,95
46541,132
46557,588
46564,86
46571,56
46572,264
46579,102
46588,91
46589,114
46618,86
46640,177
46649,115
46665,301
46711,85
46712,694
46719,180
46721,226
46723,323
46729,133
46732,144
46748,147
46761,69
46777,16
46783,148
46790,59
46793,139
46827,101
46841,752
46896,222
46906,136
46925,378
46930,154
46953,391
46958,218
46983,711
46988,150
46994,48
46997,50
47000,147
47021,318
47042,22
47047,171
47049,185
47060,150
47104,209
47123,176
47124,388
47137,156
47139,269
47183,1130
47191,116
47201,236
47204,206
47237,85
47271,227
47275,167
47295,92
47318,236
47356,113
47361,173
47395,177
47398,152
47431,86
47478,64
47482,11
47498,1013
47538,93
47550,96
47581,104
47593,310
47612,450
47615,489
47622,426
47625,85
47658,168
47674,279
47678,229
47686,70
47729,113
47746,262
47780,45
47799,237
47800,24
47801,218
47807,114
47820,1124
47822,86
47851,143
47853,174
47878,148
47916,111
47936,1120
47941,184
47950,36
47994,388
48026,300
48036,153
48149,135
48166,437
48169,96
48191,236
48196,80
48260,86
48360,176
48387,186
48393,58
48415,361
48445,1106
48474,143
48529,28
48559,86
48566,265
48606,13
48651,26
48660,8
48663,85
48701,85
48722,104
48725,268
48740,204
48741,68
48750,264
48796,351
48818,169
48841,176
48862,86
48871,147
48874,85
48899,148
48946,1373
48976,525
48977,258
48990,755
49070,80
49074,51
49086,111
49091,284
49107,168
49114,40
49119,20
49125,147
49127,869
49130,709
49151,152
49171,434
49221,73
49246,657
49257,489
49276,145
49306,359
49336,25
49359,85
49400,96
49412,326
49419,97
49436,144
49448,117
49449,378
49453,32
49459,361
49471,175
49477,48
49487,308
49499,85
49506,7
49509,84
49540,80
49562,140
49598,264
49615,229
49633,147
49643,111
49644,625
49656,159
49677,144
49694,157
49702,84
49733,50
49751,481
49768,71
49780,264
49787,60
49793,329
49825,86
49855,150
49859,200
49860,45
49867,93
49871,199
49891,76
49895,827
49909,222
49923,100
49924,167
49938,154
49940,1207
49945,158
49950,140
49976,173
49988,272
49996,204
49997,95
50013,155
50024,1038
50025,157
50027,59
50079,85
50112,102
50132,123
50133,90
50150,145
50171,90
50182,152
50201,356
50207,48
50235,195
50242,167
50292,87
50300,198
50301,129
50322,219
50352,38
50367,670
50428,101
50446,233
50450,823
50482,85
50496,91
50502,78
50519,81
50520,412
50557,116
50562,113
50651,190
50672,446
50674,262
50705,85
50725,85
50731,113
50739,25
50763,191
50828,96
50838,160
50841,87
50846,176
50909,62
50941,267
50965,487
50990,13
51060,67
51075,521
51103,121
51107,113
51111,263
51117,8
51127,81
51140,149
51243,142
51244,387
51250,143
51260,122
51267,182
51291,342
51293,160
51296,265
51301,255
51320,248
51344,1007
51355,200
51374,213
51417,163
51419,485
51424,218
51458,252
51494,85
51511,261
51534,327
51551,240
51558,159
51606,123
51616,5
51659,245
51668,95
51672,117
51693,118
51708,343
51718,147
51781,131
51785,232
51797,235
51814,105
51845,85
51853,46
51855,136
51892,35
51908,170
51920,904
51922,109
51953,209
51958,87
51963,227
52003,85
52019,292
52032,90
52034,155
52039,147
52048,120
52068,32
52133,96
52151,165
52163,55
52185,17
52207,157
52209,184
52217,251
52230,268
52240,130
52265,86
52271,151
52290,53
52321,80
52337,17
52341,97
52356,119
52359,162
52372,359
52379,47
52384,480
52385,230
52431,113
52450,164
52454,168
52465,34
52478,109
52504,227
52514,245
52614,104
52619,122
52634,85
52637,532
52644,362
52646,303
52647,52
52661,104
52674,199
52675,61
52692,118
52704,140
52714,307
52733,116
52735,70
52750,479
52794,82
52796,77
52809,192
52811,98
52828,122
52834,390
52839,157
52844,94
52875,67
52887,188
52972,91
52978,153
52983,324
52990,655
52996,207
52999,369
53005,42
53013,31
53031,60
53036,190
53067,350
53074,404
53101,115
53139,699
53146,96
53147,388
53154,154
53179,193
53180,351
53191,178
53201,179
53205,39
53228,184
53241,147
53243,38
53244,68
53249,194
53258,60
53263,185
53270,160
53315,111
53328,159
53331,59
53335,5
53341,735
53360,132
53376,8
53380,151
53390,66
53391,248
53398,153
53403,86
53429,159
53472,153
53484,43
53491,410
53502,457
53510,170
53523,191
53525,257
53527,234
53584,109
53598,19
53626,125
53667,159
53683,204
53698,317
53744,884
53853,248
53860,96
53863,86
53867,68
53870,657
53876,245
53894,108
53905,64
53906,270
53916,125
53926,1122
53936,138
53958,136
53963,22
53972,296
54005,57
54028,308
54041,75
54047,83
54073,58
54077,62
54108,94
54109,95
54138,126
54139,99
54150,213
54171,102
54174,191
54214,38
54223,250
54272,83
54274,207
54286,461
54296,512
54307,83
54308,32
54315,60
54324,248
54326,261
54328,41
54360,104
54368,60
54373,96
54376,329
54448,184
54449,836
54451,153
54454,184
54480,147
54506,397
54529,116
54530,138
54562,370
54588,189
54596,156
54607,21
54631,292
54649,335
54650,190
54653,104
54666,223
54674,62
54734,100
54743,97
54790,749
54795,696
54809,510
54813,668
54815,129
54834,189
54852,363
54861,218
54887,91
54894,50
54901,147
54904,194
54912,96
54917,1016
54951,160
54973,96
55014,29
55022,108
55028,85
55044,90
55058,343
55074,649
55082,85
55098,214
55110,112
55115,86
55124,118
55128,176
55147,73
55168,240
55176,151
55183,139
55187,116
55209,96
55221,55
55236,126
55268,337
55270,283
55300,111
55301,153
55317,182
55321,171
55331,87
55334,227
55345,109
55353,129
55365,1010
55409,42
55411,370
55418,94
55421,612
55449,86
55480,158
55484,349
55516,322
55548,93
55554,95
55596,145
55599,409
55604,20
55616,57
55625,377
55631,85
55680,78
55686,144
55711,166
55744,521
55752,177
55763,171
55767,98
55771,132
55778,78
55785,11
55798,347
55818,257
55822,74
55846,796
55864,370
55868,400
55869,62
55871,179
55883,446
55893,8
55908,320
55927,96
55933,129
55935,375
55961,148
55968,119
55973,249
55978,66
55988,96
56007,85
56020,261
56023,160
56028,105
56029,117
56048,60
56050,110
56082,226
56128,309
56138,336
56141,152
56199,588
56201,139
56202,145
56217,153
56219,164
56235,123
56253,124
56265,85
56293,291
56295,149
56368,464
56369,59
56399,129
56410,18
56427,64
56456,170
56467,58
56480,83
56484,265
56488,301
56494,111
56497,137
56500,386
56522,329
56531,927
56552,202
56553,143
56557,100
56568,94
56585,325
56588,138
56598,133
56609,185
56659,154
56679,155
56695,102
56702,172
56710,291
56730,155
56735,198
56738,85
56743,75
56745,170
56757,176
56765,462
56771,33
56790,165
56822,960
56833,103
56848,1014
56858,99
56871,135
56875,141
56928,509
56950,169
56962,57
56981,155
56993,200
56994,208
56999,140
57008,330
57009,114
57015,140
57021,156
57028,177
57037,273
57068,142
57087,73
57132,162
57133,189
57135,140
57137,226
57154,506
57167,20
57207,156
57209,139
57223,229
57231,45
57233,62
57268,181
57272,86
57282,108
57289,266
57334,176
57336,96
57345,347
57359,141
57365,304
57396,177
57422,103
57430,212
57447,85
57462,213
57464,111
57483,146
57488,9
57503,167
57504,293
57505,24
57542,25
57544,86
57558,164
57624,266
57637,265
57639,207
57643,104
57668,122
57672,47
57681,85
57698,149
57699,167
57700,109
57702,81
57708,1008
57719,138
57735,379
57763,85
57811,752
57818,85
57824,155
57826,210
57842,288
57855,96
57862,79
57898,155
57903,441
57993,151
58002,166
58018,244
58100,166
58111,203
58154,213
58159,175
58189,67
58192,84
58199,196
58229,415
58249,443
58265,315
58270,51
58277,178
58287,478
58299,111
58311,70
58359,263
58394,14
58395,85
58401,93
58404,126
58406,272
58443,116
58466,16
58477,230
58501,63
58519,63
58522,60
58538,147
58567,142
58575,241
58583,195
58589,210
58604,309
58621,377
58622,86
58631,94
58633,198
58641,190
58667,538
58669,263
58686,41
58688,221
58733,128
58748,113
58754,127
58785,150
58790,126
58796,407
58809,168
58844,19
58847,104
58858,261
58875,62
58921,150
58924,71
58931,81
58935,114
58942,89
58944,72
58952,135
59049,85
59051,178
59071,93
59084,148
59087,60
59089,127
59103,116
59113,996
59135,62
59143,179
59144,109
59173,244
59177,217
59198,212
59224,116
59235,336
59240,37
59259,173
59261,477
59264,209
59282,128
59339,89
59342,5
59361,319
59362,147
59386,96
59395,79
59400,201
59435,344
59441,86
59444,215
59445,89
59448,107
59451,114
59460,176
59478,111
59480,119
59498,247
59506,85
59507,85
59515,92
59539,121
59542,242
59551,387
59560,99
59561,236
59562,132
59565,85
59573,485
59585,384
59617,98
59621,92
59636,157
59637,141
59660,263
59668,17
59674,18
59681,1123
59684,76
59685,74
59687,85
59691,502
59723,144
59748,124
59771,148
59819,144
59824,31
59849,124
59858,147
59859,1082
59873,84
59885,124
59892,111
59923,179
59937,80
59940,338
59953,1014
59956,182
59997,534
60002,318
60024,42
60045,265
60050,442
60067,333
60069,359
60070,87
60090,291
60097,150
60125,221
60131,566
60148,73
60152,97
60191,171
60207,250
60232,125
60241,423
60251,9
60301,342
60305,117
60325,86
60334,95
60342,1219
60345,36
60384,126
60385,243
60426,315
60432,86
60446,107
60448,76
60450,222
60475,47
60484,224
60492,117
60524,144
60528,147
60534,97
60539,245
60543,108
60552,363
60556,129
60571,237
60576,95
60583,85
60585,185
60593,129
60596,120
60597,191
60601,176
60604,677
60613,307
60631,288
60637,73
60646,70
60690,207
60704,195
60715,116
60736,136
60739,195
60747,186
60757,85
60764,191
60795,36
60807,50
60812,179
60820,100
60825,93
60830,88
60833,309
60845,113
60864,233
60866,113
60875,22
60889,307
60916,190
60924,818
60926,123
60935,105
60941,103
60977,107
60985,97
60991,140
60998,147
61003,86
61008,191
61033,66
61042,343
61072,62
61078,101
61092,265
61094,43
61111,1122
61119,109
61134,201
61142,99
61191,67
61285,302
61363,119
61372,249
61378,31
61393,347
61409,61
61461,84
61465,132
61467,929
61474,62
61482,332
61486,123
61496,420
61506,104
61527,146
61529,169
61534,147
61581,85
61612,86
61614,232
61623,76
61643,319
61656,235
61677,85
61696,123
61700,191
61711,243
61745,120
61755,209
61765,330
61775,216
61777,115
61793,265
61807,114
61842,337
61870,131
61876,44
61878,150
61883,52
61918,829
61930,94
61999,111
62022,27
62030,1980
62036,51
62047,143
62060,59
62064,187
62067,96
62085,103
62090,42
62099,85
62103,85
62123,126
62133,494
62143,243
62144,137
62151,212
62153,85
62166,333
62169,30
62197,115
62202,87
62245,242
62257,466
62259,131
62261,191
62341,129
62356,129
62370,117
62380,149
62401,520
62407,156
62413,150
62432,191
62451,148
62473,85
62495,91
62499,161
62502,563
62507,96
62518,165
62526,96
62542,20
62561,148
62577,801
62602,86
62623,156
62644,811
62652,578
62655,113
62665,189
62673,162
62700,216
62702,62
62710,184
62713,166
62716,67
62731,86
62751,72
62770,133
62778,367
62779,394
62786,84
62803,265
62813,314
62816,104
62817,30
62823,85
62830,126
62838,252
62851,399
62855,135
62874,140
62880,63
62881,85
62883,489
62905,81
62915,156
62922,321
62923,260
62934,552
62943,195
62966,83
62972,86
62977,154
63006,122
63013,873
63026,148
63038,907
63039,112
63041,259
63054,43
63055,372
63072,76
63081,118
63093,226
63146,299
63196,97
63203,214
63224,66
63230,185
63244,141
63249,279
63252,365
63269,129
63304,156
63317,207
63340,157
63360,412
63369,59
63373,152
63390,256
63392,67
63395,11
63435,141
63437,1133
63438,311
63452,279
63476,27
63501,243
63522,224
63538,133
63560,92
63567,618
63572,195
63581,90
63590,546
63618,387
63656,638
63659,139
63662,161
63664,154
63669,71
63683,331
63685,94
63690,79
63703,139
63710,164
63716,146
63759,1123
63779,147
63806,211
63808,90
63819,231
63843,179
63844,230
63863,92
63865,197
63876,271
63877,59
63878,202
63888,117
63906,193
63929,57
63943,40
63945,130
63980,49
63985,86
63988,85
63993,300
64038,28
64040,100
64046,53
64073,218
64080,131
64110,90
64116,38
64139,52
64148,144
64149,205
64169,195
64180,69
64184,49
64207,113
64239,510
64257,147
64260,148
64283,312
64291,160
64294,578
64309,85
64339,102
64341,44
64374,97
64394,387
64409,148
64417,215
64437,283
64458,266
64461,103
64488,515
64502,574
64522,230
64525,161
64536,154
64557,105
64563,269
64566,206
64587,147
64595,30
64614,1009
64623,85
64640,145
64671,538
64699,85
64731,343
64736,152
64748,485
64757,86
64776,242
64781,164
64786,119
64787,92
64788,296
64826,410
64844,86
64877,143
64883,21
64891,46
64905,147
64912,177
64933,119
64935,143
64965,86
64978,432
65004,124
65026,318
65033,148
65090,63
65102,85
65112,156
65121,158
65139,99
65144,85
65156,85
65157,68
65180,610
65192,121
65252,130
65256,100
65260,55
65272,440
65290,108
65299,61
65306,5
65314,5
65323,85
65344,140
65349,30
65384,53
65399,123
65438,664
65439,120
65447,86
65494,136
65523,367
65560,251
65562,95
65572,81
65600,33
65622,131
65625,125
65639,211
65653,85
65659,171
65667,290
65695,64
65710,92
65714,431
65718,96
65752,392
65754,292
65782,39
65796,96
65809,41
65839,166
65840,269
65843,53
65855,103
65869,75
65872,100
65874,697
65890,117
65902,249
65923,190
65929,195
65930,103
65934,112
65955,76
65978,225
65983,296
65993,24
66003,35
66045,85
66049,83
66052,125
66055,293
66059,102
66063,172
66076,292
66081,200
66084,44
66102,8
66121,347
66124,96
66133,153
66138,85
66202,35
66203,163
66221,281
66225,64
66236,142
66240,188
66250,59
66268,96
66271,163
66277,76
66310,11
66354,77
66358,15
66362,9
66375,191
66381,85
66386,417
66421,148
66440,167
66454,25
66457,51
66459,96
66463,28
66478,85
66485,1344
66488,142
66491,64
66516,184
66522,85
66525,207
66530,207
66546,132
66573,312
66605,67
66607,94
66617,111
66632,39
66637,83
66685,134
66688,266
66692,86
66717,9
66781,259
66812,300
66844,145
66845,77
66862,388
66878,140
66892,125
66896,147
66899,126
66920,153
66931,290
66934,85
66935,112
66971,145
66984,265
66996,277
67001,147
67014,151
67046,44
67055,255
67076,159
67104,109
67121,26
67129,179
67131,140
67145,86
67153,94
67167,132
67168,117
67170,75
67171,35
67204,192
67205,53
67220,197
67222,337
67232,315
67237,329
67240,205
67242,93
67247,33
67252,238
67277,226
67298,256
67306,96
67313,420
67318,271
67377,265
67387,86
67391,65
67392,42
67394,310
67395,126
67402,151
67413,265
67434,222
67449,246
67458,357
67478,48
67482,36
67500,290
67514,85
67515,274
67518,228
67519,16
67529,258
67567,107
67577,238
67603,147
67616,288
67621,24
67635,61
67643,137
67656,172
67699,382
67718,224
67723,351
67726,121
67749,109
67752,100
67753,272
67796,471
67817,32
67856,260
67875,160
67913,68
67928,96
67939,153
67960,189
67968,407
68001,171
68009,162
68043,54
68062,111
68070,387
68081,163
68083,329
68086,236
68092,141
68102,167
68103,7
68105,210
68136,171
68138,191
68156,140
68178,78
68184,610
68836,231
70427,289
70592,34
97044,1539
97099,660
97124,49
97150,171
97185,104
97196,485
97208,159
97219,499
97225,120
97241,77
97243,133
97298,66
97345,224
97395,198
97434,2750
97440,107
97449,222
97466,277
97547,142
97557,176
97598,754
97633,187
97641,381
97725,144
97726,111
97764,150
97814,228
97856,314
97898,72
97928,19
97984,107
98072,77
98105,146
98133,194
98149,392
98209,313
98274,200
98338,59
98431,382
98464,332
98478,173
98509,1220
98558,382
98561,398
98562,756
98578,459
98586,112
98611,191
98639,77
98652,206
98685,170
98853,67
98871,338
98887,528
98904,754
98907,301
98917,412
98923,797
98974,326
98982,606
99008,551
99089,344
99146,443
99149,107
99177,418
99271,372
99276,404
99341,178
99453,142
99458,164
99469,57
